epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
116,20687.4,1.0127,1.46182,0.41894,1.04647,0,0.65151,0.55267,0.60763,0.40776,0.63661,0.52436,0.57307,0.34653,1.76555,2.90236,1.19867,1.64293,0,4.2167e-05,4.2167e-05,4.2167e-05
117,21011,1.016,1.47811,0.42651,1.05354,0,0.63809,0.56705,0.61252,0.41098,0.66105,0.51788,0.57618,0.34905,1.75689,2.9215,1.21467,1.64281,0,3.80607e-05,3.80607e-05,3.80607e-05
118,21334.9,1.0177,1.45721,0.42331,1.05407,0,0.6631,0.56101,0.6065,0.40706,0.65869,0.52404,0.57396,0.34814,1.78606,2.90488,1.20292,1.67301,0,3.4227e-05,3.4227e-05,3.4227e-05
119,21658.7,1.00619,1.44015,0.42079,1.04845,0,0.68214,0.54397,0.60628,0.40571,0.65764,0.52718,0.57192,0.35068,1.78509,2.95606,1.20883,1.67695,0,3.06683e-05,3.06683e-05,3.06683e-05
120,21982.5,1.009,1.43082,0.41845,1.05155,0,0.64592,0.55716,0.60664,0.40677,0.64865,0.52421,0.57097,0.3485,1.77302,2.93238,1.19347,1.68087,0,2.73866e-05,2.73866e-05,2.73866e-05
121,22306.4,0.99232,1.4334,0.41083,1.04136,0,0.64797,0.56586,0.60503,0.40417,0.66569,0.52326,0.5767,0.34786,1.76945,2.94471,1.2208,1.66618,0,2.43838e-05,2.43838e-05,2.43838e-05
122,22631,1.0045,1.43758,0.42234,1.04773,0,0.69804,0.53923,0.60449,0.40475,0.66686,0.52371,0.57263,0.34761,1.76915,2.96849,1.21746,1.6626,0,2.16617e-05,2.16617e-05,2.16617e-05
123,22955.1,1.00811,1.44668,0.42388,1.05245,0,0.68001,0.54853,0.60613,0.4042,0.65625,0.53094,0.57107,0.34823,1.77445,2.93104,1.19901,1.67618,0,1.92218e-05,1.92218e-05,1.92218e-05
124,23278.9,1.01673,1.45895,0.42063,1.05466,0,0.69771,0.54239,0.60657,0.40714,0.67386,0.52465,0.57168,0.34719,1.78124,2.93314,1.19942,1.68607,0,1.70656e-05,1.70656e-05,1.70656e-05
125,23602.6,1.01106,1.44079,0.42452,1.04571,0,0.69425,0.53893,0.60628,0.40672,0.67151,0.52103,0.57363,0.34887,1.77255,2.94006,1.20486,1.67203,0,1.51943e-05,1.51943e-05,1.51943e-05
126,23926.4,0.9991,1.44359,0.41225,1.04766,0,0.69309,0.54224,0.59981,0.40287,0.67905,0.52817,0.57198,0.3465,1.77537,2.94963,1.21464,1.6562,0,1.36091e-05,1.36091e-05,1.36091e-05
127,24250.1,1.00522,1.44414,0.41438,1.04301,0,0.67705,0.54445,0.6028,0.40574,0.65391,0.52591,0.57185,0.34908,1.76841,2.93913,1.21446,1.65204,0,1.23108e-05,1.23108e-05,1.23108e-05
128,386.588,0.9618,1.55897,0.50449,1.03125,0,0.66816,0.55931,0.61264,0.40605,0.65051,0.53343,0.5718,0.34956,1.76255,2.87419,1.1968,1.65198,0,1.13003e-05,1.13003e-05,1.13003e-05
129,744.066,0.95049,1.53435,0.49557,1.02847,0,0.66957,0.55608,0.6127,0.4105,0.649,0.52817,0.57011,0.34739,1.75033,2.84889,1.18362,1.64298,0,1.0578e-05,1.0578e-05,1.0578e-05
130,1102.19,0.94695,1.52198,0.48372,1.01561,0,0.6893,0.5447,0.61443,0.41216,0.67416,0.52133,0.57444,0.34978,1.74871,2.83273,1.17145,1.639,0,1.01445e-05,1.01445e-05,1.01445e-05
