epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
123,2569.21,0.992,1.98383,0.60185,1.10871,0,0.95929,0.88073,0.96236,0.74393,0.9523,0.88972,0.95801,0.70981,1.05514,1.50454,0.52499,1.24407,0,0.000337325,0.000337325,0.000337325
124,2589.85,0.97892,1.94118,0.58214,1.09561,0,0.95247,0.89295,0.96668,0.76333,0.95258,0.89511,0.96348,0.70896,0.97171,1.52118,0.49922,1.19741,0,0.00033003,0.00033003,0.00033003
125,2610.62,1.00603,2.00853,0.58835,1.10104,0,0.95094,0.88991,0.96254,0.75934,0.95374,0.89253,0.96118,0.71675,1.0157,1.55729,0.5072,1.22925,0,0.000322778,0.000322778,0.000322778
126,2632.06,0.99403,1.96615,0.58589,1.0921,0,0.94546,0.88606,0.96233,0.74878,0.95109,0.89193,0.96081,0.71613,1.09912,1.56427,0.5266,1.29455,0,0.000315572,0.000315572,0.000315572
127,2653.62,1.035,2.07311,0.60908,1.12359,0,0.9628,0.88201,0.96447,0.7468,0.9628,0.88201,0.96083,0.71649,1.06468,1.5211,0.51755,1.26383,0,0.000308412,0.000308412,0.000308412
128,2674.31,0.99023,1.94077,0.58858,1.0984,0,0.95914,0.89384,0.9667,0.75609,0.96046,0.88336,0.96189,0.71761,1.00599,1.45592,0.50404,1.22618,0,0.0003013,0.0003013,0.0003013
129,2695.57,1.02287,2.03871,0.60496,1.1161,0,0.95283,0.89515,0.96687,0.75471,0.95372,0.89384,0.96309,0.7248,1.01054,1.43472,0.51547,1.22627,0,0.000294239,0.000294239,0.000294239
130,2715.73,0.99912,1.98833,0.59697,1.10523,0,0.9332,0.9154,0.96912,0.75892,0.95792,0.89507,0.96332,0.72419,1.02233,1.45946,0.51835,1.23851,0,0.00028723,0.00028723,0.00028723
131,2736.09,0.98369,1.94382,0.57758,1.09904,0,0.94525,0.90507,0.9684,0.75983,0.95164,0.90271,0.96377,0.72924,1.02248,1.47342,0.51371,1.24138,0,0.000280275,0.000280275,0.000280275
132,2756.31,0.96288,1.88653,0.57415,1.10216,0,0.95137,0.90433,0.96698,0.76611,0.95726,0.90992,0.96489,0.72625,0.95892,1.44773,0.48546,1.20165,0,0.000273375,0.000273375,0.000273375
133,2777.93,0.96811,1.91578,0.57588,1.09882,0,0.94672,0.90817,0.96841,0.76375,0.9509,0.91219,0.96333,0.71999,0.94647,1.43818,0.49459,1.19419,0,0.000266532,0.000266532,0.000266532
134,2798.37,0.98004,1.90908,0.5819,1.09604,0,0.93375,0.91481,0.96715,0.76332,0.92941,0.91461,0.96489,0.72366,0.99028,1.45542,0.49959,1.22179,0,0.000259748,0.000259748,0.000259748
135,2819.74,0.97043,1.92579,0.58107,1.09041,0,0.95376,0.90039,0.9649,0.76559,0.94219,0.91219,0.9668,0.72519,0.98611,1.49903,0.48953,1.21267,0,0.000253024,0.000253024,0.000253024
136,2841.77,0.9993,1.97761,0.58305,1.10457,0,0.9541,0.89894,0.96353,0.76101,0.9527,0.89763,0.96278,0.72308,0.98611,1.49086,0.4952,1.20516,0,0.000246363,0.000246363,0.000246363
137,2861.88,0.95517,1.88445,0.56297,1.07869,0,0.93777,0.90854,0.96283,0.76094,0.94306,0.91743,0.96467,0.72299,0.97585,1.47026,0.49502,1.19806,0,0.000239766,0.000239766,0.000239766
138,2882.5,0.9796,1.96039,0.58343,1.09139,0,0.94788,0.90576,0.96483,0.75781,0.94993,0.90957,0.96216,0.71695,0.99639,1.46386,0.50558,1.21696,0,0.000233234,0.000233234,0.000233234
139,2903.67,0.98183,1.95408,0.57541,1.09465,0,0.96113,0.90747,0.96853,0.76552,0.95467,0.91086,0.96459,0.73117,0.96942,1.45008,0.48986,1.20164,0,0.000226769,0.000226769,0.000226769
140,2924.3,0.98131,1.92654,0.56768,1.08949,0,0.93952,0.91612,0.96788,0.76459,0.94133,0.9253,0.96671,0.73273,0.95568,1.45002,0.48667,1.19184,0,0.000220372,0.000220372,0.000220372
141,2942.96,0.96474,1.87436,0.55604,1.08216,0,0.94503,0.91743,0.96875,0.75488,0.94735,0.91968,0.96637,0.72447,1.02728,1.44661,0.50452,1.22391,0,0.000214046,0.000214046,0.000214046
142,2964.66,0.9796,1.92377,0.5719,1.09501,0,0.94071,0.91493,0.96765,0.75889,0.94077,0.916,0.96434,0.71861,1.03265,1.47823,0.50505,1.23222,0,0.000207792,0.000207792,0.000207792
143,2986.19,0.97415,1.93221,0.58167,1.09691,0,0.9496,0.91088,0.9685,0.76178,0.95147,0.9135,0.96731,0.72665,1.0008,1.48172,0.49672,1.21705,0,0.000201611,0.000201611,0.000201611
144,3007.31,0.98478,1.93654,0.58581,1.09936,0,0.9556,0.90264,0.9662,0.75967,0.9509,0.91374,0.96686,0.72695,1.00162,1.47063,0.49359,1.21982,0,0.000195505,0.000195505,0.000195505
145,3028.94,0.99788,1.97825,0.59012,1.10827,0,0.9447,0.91794,0.96852,0.76177,0.94956,0.91286,0.96665,0.72236,0.99243,1.46038,0.49181,1.21491,0,0.000189475,0.000189475,0.000189475
146,3049.65,0.97854,2.00672,0.58316,1.10941,0,0.94819,0.9135,0.96854,0.77014,0.9507,0.90978,0.96741,0.7297,0.95919,1.44896,0.48484,1.20123,0,0.000183523,0.000183523,0.000183523
147,3070.95,0.97947,1.91456,0.57409,1.09988,0,0.9572,0.90863,0.96809,0.76968,0.95218,0.91743,0.9687,0.73031,0.95901,1.46135,0.48379,1.20568,0,0.000177651,0.000177651,0.000177651
148,3090.83,0.97327,1.93669,0.57346,1.09364,0,0.95665,0.90564,0.96883,0.76187,0.94917,0.91612,0.96648,0.7248,0.99303,1.46557,0.49248,1.22079,0,0.000171859,0.000171859,0.000171859
149,3112.04,0.97554,1.91563,0.56655,1.08517,0,0.95953,0.89777,0.96856,0.76594,0.93493,0.92277,0.96495,0.72963,0.99633,1.45972,0.49423,1.22377,0,0.000166149,0.000166149,0.000166149
150,3132.92,0.97928,1.93616,0.57827,1.09906,0,0.9671,0.89384,0.9664,0.76549,0.94136,0.91874,0.96641,0.73158,0.98938,1.4494,0.48726,1.21378,0,0.000160523,0.000160523,0.000160523
151,3152.21,0.94799,1.83404,0.55077,1.07542,0,0.95603,0.9017,0.96522,0.76466,0.9545,0.90737,0.96836,0.72669,0.96575,1.45455,0.47804,1.1953,0,0.000154982,0.000154982,0.000154982
152,3172.78,0.92445,1.80805,0.53319,1.05595,0,0.94915,0.89777,0.96476,0.76087,0.95298,0.90314,0.96734,0.72111,0.97925,1.47153,0.48999,1.20232,0,0.000149527,0.000149527,0.000149527
153,3195.06,1.01385,2.0423,0.5995,1.11721,0,0.93727,0.90957,0.96688,0.7621,0.94235,0.91088,0.96268,0.7231,0.98657,1.47999,0.49212,1.20683,0,0.000144161,0.000144161,0.000144161
154,3215.48,0.94619,1.85341,0.55516,1.07042,0,0.94589,0.91652,0.9688,0.77225,0.94569,0.91278,0.96587,0.72619,0.94638,1.44477,0.48052,1.18543,0,0.000138883,0.000138883,0.000138883
155,3237.11,0.96793,1.90649,0.56925,1.09462,0,0.95417,0.90045,0.96888,0.76925,0.94721,0.91088,0.96595,0.72385,0.9392,1.43113,0.47528,1.17328,0,0.000133695,0.000133695,0.000133695
156,3258.92,0.97273,1.94975,0.57632,1.09134,0,0.95158,0.89646,0.96955,0.76673,0.94299,0.91044,0.9666,0.72324,0.94939,1.44776,0.47616,1.17733,0,0.000128599,0.000128599,0.000128599
157,3280.69,0.9729,1.94754,0.57364,1.0899,0,0.962,0.89576,0.97028,0.76499,0.95075,0.90039,0.96695,0.72302,0.9573,1.46498,0.48414,1.1811,0,0.000123596,0.000123596,0.000123596
158,3302.47,0.9681,1.96306,0.57341,1.08351,0,0.95413,0.89963,0.96931,0.76625,0.95273,0.89817,0.9655,0.72312,0.95762,1.4553,0.48524,1.18584,0,0.000118687,0.000118687,0.000118687
159,3325.28,0.98824,1.99158,0.58313,1.09223,0,0.95427,0.90245,0.96882,0.76731,0.95285,0.90061,0.96473,0.72824,0.97107,1.44481,0.48894,1.19232,0,0.000113873,0.000113873,0.000113873
160,3344.65,0.95883,1.89309,0.55358,1.07644,0,0.95832,0.90412,0.96524,0.76677,0.95991,0.90039,0.96588,0.73093,0.97471,1.43443,0.48236,1.19331,0,0.000109156,0.000109156,0.000109156
161,3365.05,0.95461,1.89682,0.5531,1.07776,0,0.96189,0.8931,0.96852,0.76465,0.96509,0.89515,0.9666,0.73218,0.98385,1.431,0.48334,1.19676,0,0.000104537,0.000104537,0.000104537
162,3384.57,0.95614,1.85997,0.55277,1.06512,0,0.96352,0.90013,0.96949,0.76828,0.96352,0.90013,0.96657,0.73462,0.97858,1.4212,0.47796,1.19492,0,0.000100016,0.000100016,0.000100016
163,3404.64,0.96746,1.86559,0.56893,1.08669,0,0.94933,0.90863,0.96874,0.76934,0.96278,0.89253,0.96452,0.72989,0.97811,1.41965,0.47959,1.198,0,9.55951e-05,9.55951e-05,9.55951e-05
164,3425.31,0.935,1.79388,0.54014,1.06438,0,0.95169,0.90301,0.96818,0.7658,0.9629,0.89515,0.96571,0.7252,0.98744,1.43723,0.48487,1.20197,0,9.12754e-05,9.12754e-05,9.12754e-05
165,3446.07,0.96288,1.88786,0.55815,1.0766,0,0.97006,0.89181,0.9703,0.76472,0.9701,0.89283,0.96463,0.72423,0.9948,1.43311,0.48579,1.20165,0,8.70577e-05,8.70577e-05,8.70577e-05
166,3466.22,0.9476,1.8489,0.54562,1.06396,0,0.96227,0.89646,0.9688,0.76652,0.96437,0.89777,0.96656,0.72914,0.97239,1.41742,0.4836,1.18701,0,8.29431e-05,8.29431e-05,8.29431e-05
167,3486.6,0.95714,1.8746,0.55649,1.08308,0,0.9588,0.90039,0.96909,0.76823,0.96209,0.8981,0.96493,0.72954,0.96427,1.41152,0.47724,1.18926,0,7.89327e-05,7.89327e-05,7.89327e-05
168,3505.34,0.93125,1.85519,0.54262,1.06712,0,0.95446,0.90039,0.96827,0.76801,0.95446,0.90039,0.96636,0.72822,0.97904,1.41563,0.47594,1.19884,0,7.50274e-05,7.50274e-05,7.50274e-05
169,3527.35,0.9851,1.9696,0.57538,1.10002,0,0.95275,0.8986,0.96811,0.76449,0.95553,0.90122,0.96589,0.7246,0.99375,1.42836,0.48002,1.2081,0,7.12282e-05,7.12282e-05,7.12282e-05
170,3546.6,0.93868,1.8116,0.54024,1.06151,0,0.95219,0.90695,0.96907,0.7647,0.95819,0.90099,0.96687,0.72779,0.98265,1.43624,0.47417,1.19945,0,6.7536e-05,6.7536e-05,6.7536e-05
171,3566.23,0.92823,1.77021,0.53233,1.05285,0,0.96594,0.89212,0.96869,0.76686,0.95214,0.90957,0.96787,0.72888,0.96807,1.44063,0.47095,1.18811,0,6.39518e-05,6.39518e-05,6.39518e-05
172,3588.54,0.96208,1.90998,0.55083,1.07247,0,0.94529,0.90826,0.96911,0.76668,0.95729,0.90957,0.96797,0.72936,0.96502,1.43534,0.46992,1.18588,0,6.04763e-05,6.04763e-05,6.04763e-05
173,3608.93,0.95001,1.85657,0.55107,1.08454,0,0.95779,0.90564,0.96868,0.76325,0.95917,0.90695,0.96511,0.72622,0.9741,1.42954,0.4711,1.18971,0,5.71106e-05,5.71106e-05,5.71106e-05
174,3629.38,0.94246,1.88403,0.55259,1.08236,0,0.95539,0.8982,0.96816,0.76559,0.95678,0.89951,0.96641,0.72409,0.97417,1.42919,0.47324,1.18963,0,5.38554e-05,5.38554e-05,5.38554e-05
175,3651.21,0.96426,1.94856,0.56177,1.08913,0,0.95175,0.90481,0.96649,0.76543,0.95313,0.90612,0.96638,0.72435,0.97052,1.4379,0.47227,1.19179,0,5.07115e-05,5.07115e-05,5.07115e-05
176,3670.67,0.93777,1.86554,0.54536,1.07103,0,0.95385,0.90826,0.96672,0.77123,0.95443,0.91481,0.9686,0.72745,0.95024,1.42738,0.4628,1.18037,0,4.76796e-05,4.76796e-05,4.76796e-05
177,3690.95,0.93752,1.83695,0.53954,1.06897,0,0.953,0.90352,0.96879,0.77337,0.95314,0.91612,0.96873,0.73249,0.94189,1.42326,0.45928,1.17494,0,4.47606e-05,4.47606e-05,4.47606e-05
178,3710.93,0.91363,1.77099,0.52922,1.05667,0,0.95181,0.90597,0.96826,0.77181,0.95318,0.90728,0.9677,0.73024,0.95018,1.43063,0.46032,1.17981,0,4.19552e-05,4.19552e-05,4.19552e-05
179,3730.85,0.95303,1.9133,0.55401,1.08121,0,0.95352,0.89777,0.96728,0.76701,0.95694,0.90297,0.96361,0.7278,0.96498,1.43249,0.46746,1.18437,0,3.9264e-05,3.9264e-05,3.9264e-05
180,3752.32,0.94055,1.85035,0.5468,1.07696,0,0.95119,0.9017,0.96741,0.76409,0.9555,0.90045,0.96389,0.72624,0.97342,1.43539,0.46989,1.19126,0,3.66877e-05,3.66877e-05,3.66877e-05
181,3772.84,0.93697,1.81301,0.5426,1.06859,0,0.95157,0.90695,0.96868,0.76575,0.95433,0.90957,0.96304,0.72751,0.97325,1.44066,0.47186,1.19345,0,3.4227e-05,3.4227e-05,3.4227e-05
182,3794.51,0.95364,1.88295,0.55061,1.07313,0,0.9491,0.91219,0.96865,0.76622,0.94544,0.91481,0.96329,0.72709,0.96325,1.44124,0.46786,1.18859,0,3.18825e-05,3.18825e-05,3.18825e-05
183,3813.91,0.95711,1.85585,0.55503,1.07891,0,0.94724,0.9135,0.96955,0.77107,0.94602,0.91878,0.96623,0.72914,0.94794,1.43244,0.462,1.17695,0,2.96546e-05,2.96546e-05,2.96546e-05
184,3835.2,0.91897,1.8093,0.53638,1.06789,0,0.94569,0.91481,0.96998,0.77005,0.94792,0.91743,0.96744,0.73136,0.9522,1.4344,0.46265,1.18067,0,2.75441e-05,2.75441e-05,2.75441e-05
185,3855.26,0.9302,1.82309,0.52599,1.07065,0,0.94972,0.90695,0.96966,0.77295,0.94206,0.91628,0.96602,0.73196,0.94082,1.42319,0.4613,1.17419,0,2.55513e-05,2.55513e-05,2.55513e-05
186,3875.13,0.94105,1.90729,0.55262,1.07455,0,0.95334,0.9017,0.96971,0.77172,0.94195,0.91481,0.9657,0.73169,0.94124,1.42056,0.463,1.17302,0,2.36769e-05,2.36769e-05,2.36769e-05
187,3895.08,0.93428,1.82051,0.54435,1.06673,0,0.95314,0.90647,0.96942,0.77324,0.95195,0.90882,0.96705,0.73062,0.93549,1.42136,0.45816,1.17135,0,2.19212e-05,2.19212e-05,2.19212e-05
188,3916.85,0.95389,1.88512,0.55572,1.07642,0,0.95066,0.90908,0.96975,0.77151,0.95077,0.91131,0.96687,0.73054,0.94015,1.42255,0.45721,1.17355,0,2.02847e-05,2.02847e-05,2.02847e-05
189,3937.58,0.95148,1.90123,0.55106,1.07749,0,0.95491,0.90301,0.9695,0.77321,0.95574,0.90555,0.96514,0.73135,0.93956,1.41871,0.45812,1.17282,0,1.87678e-05,1.87678e-05,1.87678e-05
190,3959.21,0.92552,1.82609,0.53988,1.06728,0,0.95385,0.90433,0.96959,0.77331,0.95179,0.90301,0.96528,0.73202,0.9379,1.4202,0.45788,1.17247,0,1.73709e-05,1.73709e-05,1.73709e-05
191,4007.12,0.80951,1.56504,0.4947,1.02826,0,0.94657,0.89908,0.96319,0.75184,0.94751,0.9017,0.96104,0.70526,0.9701,1.53401,0.50846,1.19543,0,1.60943e-05,1.60943e-05,1.60943e-05
192,4023.51,0.81074,1.55699,0.47462,1.0229,0,0.97503,0.87001,0.95739,0.73918,0.94566,0.89646,0.95209,0.68951,0.9991,1.62303,0.54715,1.21039,0,1.49383e-05,1.49383e-05,1.49383e-05
193,4039.06,0.82134,1.54744,0.5125,1.0423,0,0.97583,0.86894,0.95788,0.74029,0.94332,0.89425,0.95134,0.69008,0.9985,1.62804,0.53906,1.21176,0,1.39032e-05,1.39032e-05,1.39032e-05
194,4054.96,0.77703,1.47593,0.45589,1.0153,0,0.97017,0.87287,0.95905,0.74188,0.9398,0.90027,0.95399,0.69673,0.9962,1.58448,0.52458,1.21319,0,1.29893e-05,1.29893e-05,1.29893e-05
195,4070.8,0.78685,1.48655,0.46394,1.02117,0,0.94707,0.89105,0.95886,0.74566,0.9369,0.89516,0.95408,0.6995,0.99505,1.56452,0.51515,1.21453,0,1.21968e-05,1.21968e-05,1.21968e-05
196,4087.02,0.77988,1.47454,0.46069,1.02089,0,0.96742,0.87942,0.95953,0.7501,0.96675,0.87634,0.95543,0.70199,0.98937,1.54857,0.51074,1.21312,0,1.15259e-05,1.15259e-05,1.15259e-05
197,4102.78,0.80201,1.49356,0.45737,1.01737,0,0.97368,0.8768,0.9597,0.75164,0.9658,0.87549,0.95636,0.70478,0.98938,1.55535,0.50611,1.21393,0,1.09768e-05,1.09768e-05,1.09768e-05
198,4119.21,0.77735,1.44545,0.44651,1.01069,0,0.96376,0.8886,0.96178,0.75582,0.96551,0.87549,0.95669,0.70837,0.97854,1.5436,0.49738,1.20686,0,1.05495e-05,1.05495e-05,1.05495e-05
199,4135.45,0.7961,1.47677,0.45449,1.02264,0,0.96579,0.88812,0.96403,0.7576,0.96663,0.88204,0.95848,0.70977,0.97287,1.5375,0.49279,1.20184,0,1.02443e-05,1.02443e-05,1.02443e-05
200,4151.68,0.77997,1.44223,0.44953,1.01347,0,0.97206,0.88467,0.96379,0.7561,0.97023,0.88073,0.95863,0.71165,0.9698,1.53314,0.49206,1.19656,0,1.00611e-05,1.00611e-05,1.00611e-05
